time[d],date,hour,debug1,debug2,debug3,debug4,debug5
187,1985-04-06,00:00:00.00,0.914863,0,0,0,1885.63
188,1985-04-07,00:00:00.00,0.914863,0,0,0,1885.63
189,1985-04-08,00:00:00.00,0.914863,0,0,0,1885.63
190,1985-04-09,00:00:00.00,0.914863,0,0,0,1885.63
191,1985-04-10,00:00:00.00,0.914863,0,0,0,1885.63
192,1985-04-11,00:00:00.00,0.914863,0,0,0,1885.63
193,1985-04-12,00:00:00.00,0.914863,0,0,0,1885.63
194,1985-04-13,00:00:00.00,0.914863,0,0,0,1885.63
195,1985-04-14,00:00:00.00,0.914863,0,0,0,1885.63
196,1985-04-15,00:00:00.00,0.914863,0,0,0,1885.63
197,1985-04-16,00:00:00.00,0.914863,0,0,0,1885.63
198,1985-04-17,00:00:00.00,0.914863,0,0,0,1885.63
199,1985-04-18,00:00:00.00,0.914863,0,0,0,1885.63
200,1985-04-19,00:00:00.00,0.914863,0,0,0,1885.63
201,1985-04-20,00:00:00.00,0.914863,0,0,0,1885.63
202,1985-04-21,00:00:00.00,0.914863,0,0,0,1885.63
203,1985-04-22,00:00:00.00,0.914863,0,0,0,1885.63
204,1985-04-23,00:00:00.00,0.914863,0,0,0,1885.63
205,1985-04-24,00:00:00.00,0.914863,0,0,0,1885.63
206,1985-04-25,00:00:00.00,0.914863,0,0,0,1885.63
207,1985-04-26,00:00:00.00,0.914863,0,0,0,1885.63
208,1985-04-27,00:00:00.00,0.914863,0,0,0,1885.63
209,1985-04-28,00:00:00.00,0.914863,0,0,0,1885.63
210,1985-04-29,00:00:00.00,0.914863,0,0,0,1885.63
211,1985-04-30,00:00:00.00,0.914863,0,0,0,1885.63
212,1985-05-01,00:00:00.00,0.914863,0,0,0,1885.63
213,1985-05-02,00:00:00.00,0.914863,0,0,0,1885.63
214,1985-05-03,00:00:00.00,0.914863,0,0,0,1885.63
215,1985-05-04,00:00:00.00,0.914863,0,0,0,1885.63
216,1985-05-05,00:00:00.00,0.914863,0,0,0,1885.63
217,1985-05-06,00:00:00.00,0.914863,0,0,0,1885.63
218,1985-05-07,00:00:00.00,0.914863,0,0,0,1885.63
219,1985-05-08,00:00:00.00,0.914863,0,0,0,1885.63
220,1985-05-09,00:00:00.00,0.914863,0,0,0,1885.63
221,1985-05-10,00:00:00.00,0.914863,0,0,0,1885.63
222,1985-05-11,00:00:00.00,0.914863,0,0,0,1885.63
223,1985-05-12,00:00:00.00,0.914863,0,0,0,1885.63
224,1985-05-13,00:00:00.00,0.914863,0,0,0,1885.63
225,1985-05-14,00:00:00.00,0.914863,0,0,0,1885.63
226,1985-05-15,00:00:00.00,0.914863,0,0,0,1885.63
227,1985-05-16,00:00:00.00,0.914863,0,0,0,1885.63
228,1985-05-17,00:00:00.00,0.914863,0,0,0,1885.63
229,1985-05-18,00:00:00.00,0.914863,0,0,0,1885.63
230,1985-05-19,00:00:00.00,0.914863,0,0,0,1885.63
231,1985-05-20,00:00:00.00,0.914863,0,0,0,1885.63
232,1985-05-21,00:00:00.00,0.914863,0,0,0,1885.63
233,1985-05-22,00:00:00.00,0.914863,0,0,0,1885.63
234,1985-05-23,00:00:00.00,0.914863,0,0,0,1885.63
235,1985-05-24,00:00:00.00,0.914863,0,0,0,1885.63
236,1985-05-25,00:00:00.00,0.914863,0,0,0,1885.63
237,1985-05-26,00:00:00.00,0.914863,0,0,0,1885.63
238,1985-05-27,00:00:00.00,0.914863,0,0,0,1885.63
239,1985-05-28,00:00:00.00,0.914863,0,0,0,1885.63
240,1985-05-29,00:00:00.00,0.914863,0,0,0,1885.63
241,1985-05-30,00:00:00.00,0.914863,0,0,0,1885.63
242,1985-05-31,00:00:00.00,0.914863,0,0,0,1885.63
243,1985-06-01,00:00:00.00,0.914863,0,0,0,1885.63
244,1985-06-02,00:00:00.00,0.914863,0,0,0,1885.63
245,1985-06-03,00:00:00.00,0.914863,0,0,0,1885.63
246,1985-06-04,00:00:00.00,0.914863,0,0,0,1885.63
247,1985-06-05,00:00:00.00,0.914863,0,0,0,1885.63
248,1985-06-06,00:00:00.00,0.914863,0,0,0,1885.63
249,1985-06-07,00:00:00.00,0.914863,0,0,0,1885.63
250,1985-06-08,00:00:00.00,0.914863,0,0,0,1885.63
251,1985-06-09,00:00:00.00,0.914863,0,0,0,1885.63
252,1985-06-10,00:00:00.00,0.914863,0,0,0,1885.63
253,1985-06-11,00:00:00.00,0.914863,0,0,0,1885.63
254,1985-06-12,00:00:00.00,0.914863,0,0,0,1885.63
255,1985-06-13,00:00:00.00,0.914863,0,0,0,1885.63
256,1985-06-14,00:00:00.00,0.914863,0,0,0,1885.63
257,1985-06-15,00:00:00.00,0.914863,0,0,0,1885.63
258,1985-06-16,00:00:00.00,0.914863,0,0,0,1885.63
259,1985-06-17,00:00:00.00,0.914863,0,0,0,1885.63
260,1985-06-18,00:00:00.00,0.914863,0,0,0,1885.63
261,1985-06-19,00:00:00.00,0.922218,0,0,0,1885.63
262,1985-06-20,00:00:00.00,0.915642,0,0,0,1885.63
263,1985-06-21,00:00:00.00,0.914863,0,0,0,1885.63
264,1985-06-22,00:00:00.00,0.914863,0,0,0,1885.63
265,1985-06-23,00:00:00.00,0.914863,0,0,0,1885.63
266,1985-06-24,00:00:00.00,0.914863,0,0,0,1885.63
267,1985-06-25,00:00:00.00,0.914863,0,0,0,1885.63
268,1985-06-26,00:00:00.00,0.914863,0,0,0,1885.63
269,1985-06-27,00:00:00.00,0.914863,0,0,0,1885.63
270,1985-06-28,00:00:00.00,0.914863,0,0,0,1885.63
271,1985-06-29,00:00:00.00,0.914863,0,0,0,1885.63
272,1985-06-30,00:00:00.00,0.916714,0,0,0,1885.63
273,1985-07-01,00:00:00.00,0.914863,0,0,0,1885.63
274,1985-07-02,00:00:00.00,0.914863,0,0,0,1885.63
275,1985-07-03,00:00:00.00,0.917818,0,0,0,1885.63
276,1985-07-04,00:00:00.00,0.918445,0,0,0,1885.63
277,1985-07-05,00:00:00.00,0.914863,0,0,0,1885.63
278,1985-07-06,00:00:00.00,0.914863,0,0,0,1885.63
279,1985-07-07,00:00:00.00,0.914863,0,0,0,1885.63
280,1985-07-08,00:00:00.00,0.915661,0,0,0,1885.63
281,1985-07-09,00:00:00.00,0.920315,0,0,0,1885.63
282,1985-07-10,00:00:00.00,0.922229,0,0,0,1885.63
283,1985-07-11,00:00:00.00,0.914863,0,0,0,1885.63
284,1985-07-12,00:00:00.00,0.914863,0,0,0,1885.63
285,1985-07-13,00:00:00.00,0.914863,0,0,0,1885.63
286,1985-07-14,00:00:00.00,0.914863,0,0,0,1885.63
287,1985-07-15,00:00:00.00,0.916659,0,0,0,1885.63
288,1985-07-16,00:00:00.00,0.917977,0,0,0,1885.63
289,1985-07-17,00:00:00.00,0.918623,0,0,0,1885.63
290,1985-07-18,00:00:00.00,0.9176,0,0,0,1885.63
291,1985-07-19,00:00:00.00,0.922258,0,0,0,1885.63
292,1985-07-20,00:00:00.00,0.924252,0,0,0,1885.63
293,1985-07-21,00:00:00.00,0.923115,0,0,0,1885.63
294,1985-07-22,00:00:00.00,0.916637,0,0,0,1885.63
295,1985-07-23,00:00:00.00,0.914863,0,0,0,1885.63
296,1985-07-24,00:00:00.00,0.914863,0,0,0,1885.63
297,1985-07-25,00:00:00.00,0.914863,0,0,0,1885.63
298,1985-07-26,00:00:00.00,0.914863,0,0,0,1885.63
299,1985-07-27,00:00:00.00,0.914863,0,0,0,1885.63
300,1985-07-28,00:00:00.00,0.914863,0,0,0,1885.63
301,1985-07-29,00:00:00.00,0.914863,0,0,0,1885.63
302,1985-07-30,00:00:00.00,0.914863,0,0,0,1885.63
303,1985-07-31,00:00:00.00,0.914863,0,0,0,1885.63
304,1985-08-01,00:00:00.00,0.916664,0,0,0,1885.63
305,1985-08-02,00:00:00.00,0.914863,0,0,0,1885.63
306,1985-08-03,00:00:00.00,0.914863,0,0,0,1885.63
307,1985-08-04,00:00:00.00,0.914863,0,0,0,1885.63
308,1985-08-05,00:00:00.00,0.914863,0,0,0,1885.63
309,1985-08-06,00:00:00.00,0.914863,0,0,0,1885.63
310,1985-08-07,00:00:00.00,0.914863,0,0,0,1885.63
311,1985-08-08,00:00:00.00,0.914863,0,0,0,1885.63
312,1985-08-09,00:00:00.00,0.914863,0,0,0,1885.63
